226Ra,IA,232Th,Raeq,Theq,Keq,IG,IB,40K
0.5838367313140194,0.1563242809117356,0.05427925048665576,0.21697834143207798,0.21697834143207798,0.09779862357020279,0.20874291979974302,0.2256320745149228,0.7106059639388365
0.3947265912527814,-0.1299442944356796,0.13538682141508657,0.18606631146248198,0.1860663114624821,0.14707828864365644,0.21697834143207798,0.20087343401358002,1.0
-0.2787579469739522,-0.751597637770899,-0.15313154015666483,-0.0779710329599694,-0.07797103295996935,-0.21697834145089626,-0.03591921435063098,-0.058940904080143325,0.7916873477656294
-0.18980875851434287,-0.6979463630892535,0.04047215454926665,0.01340265354225318,0.01340265354225318,-9.409140133698202e-12,0.01340265354225318,0.01340265354225318,0.6363597340510461
0.32598455966291623,-0.22007246983862727,0.03138631661970804,0.11337132633344295,0.11337132633344302,0.04964927171360548,0.11872661316090831,0.11872661316090818,0.8004202225771317
0.37992589822268646,-0.1499540149874326,-0.03591921435063098,0.08776816574589255,0.08776816574589255,0.008931084774437393,0.10291365131252297,0.09779862357020279,0.867176332915057
0.12908009909595208,-0.4408066147486156,-0.004464338945549906,0.04964927171360548,0.04964927171360548,0.022370024655291833,0.06363744735123975,0.0636374473512398,0.8764466154072668
-0.29384510509193174,-0.7600271899097707,-0.0089310847932557,-0.004464338945550013,-0.004464338945549987,-0.01788147954080871,0.004464338926731787,-0.004464338945549825,0.8623972671744622
-0.5162758470577988,-0.8648803139667045,0.00446433892673168,-0.03591921435063098,-0.03138631663852635,-0.0089310847932557,-0.02687078819364812,-0.03591921435063098,0.5568505363941636
-0.07391250012201245,-0.617098194927554,0.1657199799835554,0.05894090406132502,0.05894090406132502,0.08284272609716378,0.04964927171360548,0.04504789122504308,0.34136527178528575
0.5350746693633581,0.07694467916527059,0.11337132633344295,0.19332662378355464,0.19332662378355464,0.11872661316090954,0.20087343401358002,0.21697834143207798,0.6308673939662319
0.4578949561149938,-0.040716663182587765,0.1241755779391876,0.15934042276771046,0.15934042276771046,0.10810253341780246,0.15313154013784647,0.1657199799835555,0.5449903183487224
0.14327545043053241,-0.4266271272034359,-0.03138631663852635,-0.017881479540808792,-0.017881479540808792,-0.12972609289598108,-0.017881479540808872,-0.017881479540808848,0.21085895700152468
0.5762780593345096,0.14375958840231828,0.10810253341780246,0.2256320745149228,0.2256320745149228,0.12417557793918449,0.22563207451492276,0.2347684352850265,0.6110679850777339
0.3577960284461486,-0.179249608268495,0.10291365131252297,0.11872661316090824,0.11872661316090824,0.04504789122504308,0.1133713263334432,0.1133713263334432,0.42858448949738315
0.4736497168283364,-0.01748209563376879,0.04504789122504308,0.1297260928771628,0.1297260928771628,0.017881479521990675,0.1297260928771628,0.1297260928771628,0.35764667564395003
0.07947495835329885,-0.48834368138043927,0.0636374473512398,0.040472154549266705,0.040472154549266705,0.01340265354225318,0.040472154549266705,0.040472154549266705,0.5258888676855438
0.36648935462421517,-0.16782985935291778,0.017881479521990568,0.06837225168386077,0.06837225168386077,-0.03138631663852635,0.08284272609716384,0.08776816574589255,0.3141502414866606
0.39683200801813645,-0.12706545128065228,0.08776816574589255,0.1241755779391876,0.1241755779391876,0.0359192143318127,0.1241755779391876,0.1241755779391875,0.41991652345731634
